id,text,greetings,goodbye_prompt,change_nib_or_iban,request_parking_lot,request_office_table_office,request_time_off,nothing_related
322,I need to request time off on 25-04-2024.,False,False,False,False,False,True,False
323,I would like to request time off on 4th May 2023.,False,False,False,False,False,True,False
324,My NIB in Workday requires a change to PT50804091862449117255876.,False,False,True,False,False,False,False
325,I need to request time off on 6-06-2024.,False,False,False,False,False,True,False
326,I need to request time off on 18-07-2024.,False,False,False,False,False,True,False
327,See you in the realm of infinite possibilities!,False,True,False,False,False,False,False
328,I would like to request time off from 26-07-2023 to 30-07-2023.,False,False,False,False,False,True,False
329,Hello! You have the power to create positive change in the world.,True,False,False,False,False,False,False
330,"No urgent matters to attend to, just wanted to check in and say hello.",False,False,False,False,False,False,True
331,The aroma of freshly brewed coffee greeted the early morning commuters at the cafÃ©.,False,False,False,False,True,False,False
332,I want to substitute my Workday IBAN with PT50087433669392393842445.,False,False,True,False,False,False,False
333,I need to request time off on 3-June-2023.,False,False,False,False,False,True,False
334,"No specific questions or concerns, just wanted to reach out and connect.",False,False,False,False,False,False,True
335,"No particular attachments to possessions, finding richness in experiences.",False,False,False,False,False,False,True
336,I would like to request time off on 8-07-2023 and 9-07-2023.,False,False,False,False,False,True,False
337,My Workday NIB should be updated to PT50170183564656374554376.,False,False,True,False,False,False,False
338,The crackling bonfire provided warmth and camaraderie during a camping trip.,False,False,False,False,True,False,False
339,I want to modify my NIB in Workday to PT50898190297141292412504,False,False,True,False,False,False,False
340,"Hello, my dear friend! Your presence brings a smile to my face.",True,False,False,False,False,False,False
341,I need to request time off on 27-06-2024.,False,False,False,False,False,True,False
342,"No specific attachments to possessions, finding richness in experiences.",False,False,False,False,False,False,True
343,My NIB in Workday requires a change to PT50703249976295213870248.,False,False,True,False,False,False,False
344,"Just taking a moment to appreciate the abundance of life, no need for scarcity.",False,False,False,False,False,False,True
345,I need to request time off on 15-03-2024 and 16-03-2024.,False,False,False,False,False,True,False
346,"See you soon, my friend. Until then, take care.",False,True,False,False,False,False,False
347,Could you please arrange a parking space for me in the Lisbon office park r1 on 4-19-2023?,False,False,False,True,False,False,False
348,"Farewell, with gratitude and fond memories!",False,True,False,False,False,False,False
349,Could you please arrange a parking space for me in the Lisbon office park f2 on 4-20-2023?,False,False,False,True,False,False,False
350,"With a burst of laughter, friends shared jokes and stories around the dinner table.",False,False,False,False,True,False,False
351,"No specific movies or shows on my watchlist, open to any recommendations.",False,False,False,False,False,False,True
352,I want to replace my Workday NIB with PT50716224657432486010764.,False,False,True,False,False,False,False
353,"To change my Workday NIB, I wish to set it to PT50465216413519278874562.",False,False,True,False,False,False,False
354,"Take care, my dear friend!",False,True,False,False,False,False,False
355,My NIB in Workday requires a modification to PT50091331318925691355840,False,False,True,False,False,False,False
356,"Goodbye, my confidante. May life's blessings shower upon you.",False,True,False,False,False,False,False
357,How's the journey to success?,True,False,False,False,False,False,False
358,My Workday NIB should be updated to PT50031946924343379080208.,False,False,True,False,False,False,False
359,I need to request time off on 14th July 2023 and 15th July 2023.,False,False,False,False,False,True,False
360,"I need to make a reservation for the Coimbra office, specifically in room B2, on October 7th, 2024.",False,False,False,False,True,False,False
361,Greetings! Your kindness and compassion make the world a better place.,True,False,False,False,False,False,False
362,"No particular preferences for the path, finding joy in every step.",False,False,False,False,False,False,True
363,I would like to request time off from 13-09-2023 to 17-09-2023.,False,False,False,False,False,True,False
364,Bye for now!,False,True,False,False,False,False,False
365,Can you please reserve a parking spot for me in the Lisbon office park b1 on 4-15-2023?,False,False,False,True,False,False,False
366,"Can you help me reserve a place in the Ã‰vora office, specifically in room C2, for the week of July 4th, 2023?",False,False,False,False,True,False,False
367,I wish to change my NIB in Workday to PT50434403283794071466184.,False,False,True,False,False,False,False
368,Farewell!,False,True,False,False,False,False,False
369,"No pressing matters to attend to, just enjoying some downtime.",False,False,False,False,False,False,True
370,"Hi, my fellow champion of kindness! How have you been spreading compassion?",True,False,False,False,False,False,False
371,Can you help me reserve a parking spot in the BraganÃ§a office park f2 on 5-28-2023?,False,False,False,True,False,False,False
372,"I would like to reserve a parking spot in the Porto office park r2 for 8-26-2023, can you assist me?",False,False,False,True,False,False,False
373,Could you please book a parking space for me in the Faro office park b2 on 6-17-2023?,False,False,False,True,False,False,False
374,I need to request time off from 24-05-2023 to 28-05-2023.,False,False,False,False,False,True,False
375,Could you please arrange a parking space for me in the Faro office park b1 on 6-28-2023?,False,False,False,True,False,False,False
376,My Workday IBAN must be updated to PT50109821300410982446806.,False,False,True,False,False,False,False
377,The scent of fresh rain on the pavement brought a refreshing feeling after the storm.,False,False,False,False,True,False,False
378,"No specific plans or activities, just enjoying the spontaneity of the moment.",False,False,False,False,False,False,True
379,I would like to request time off on 22-09-2023 and 23-09-2023.,False,False,False,False,False,True,False
380,"Can you book me a spot in the Faro office, in the room a2, for the week of 19-11-2023?",False,False,False,False,True,False,False
381,"No specific plans for the evening, open to any suggestions or invitations.",False,False,False,False,False,False,True
382,"Hey, what's up? Anything exciting happening lately?",True,False,False,False,False,False,False
383,I would like to request time off from 4-10-2023 to 8-10-2023.,False,False,False,False,False,True,False
384,"Hey there, handsome!",True,False,False,False,False,False,False
385,"Ahoy, matey!",True,False,False,False,False,False,False
386,I want to modify my Workday NIB to PT50333171048277688215292.,False,False,True,False,False,False,False
387,"Greetings, my kindred spirit! I hope this day brings you serenity.",True,False,False,False,False,False,False
